CUI	               Name	               Odds ratio (ASD vs Non-psychiatric)	               Odds ratio (ASD vs Psychiatric)	               Frequency (%, positive, ASD)	               Frequency (%,negative, ASD)	               Frequency (%,positive, Non-psychiatric)	               Frequency (%,negative, Non-psychiatric)	               Frequency (%,positive, Psychiatric)	               Frequency (%,negative, Psychiatric)	               TUI
C0021122	disruptive, impulse-control, and conduct disorder	5.0	1.6667	0.5841	0.1168	0.3505	0.0	0.0	0.0	T048
C0011974	Rashes, Diaper	5.0	2.5	0.5841	0.1168	0.4673	0.2336	0.0	0.0	T047
C2734011	Pregnancy weight gain.current	5.0	0.3846	0.5841	0.1168	1.5187	0.1168	0.0	0.1168	T033
C0028756	Morbid obesity	5.0	0.8333	0.5841	0.0	0.7009	0.0	0.0	0.0	T047
C0439655	Subjective observation (qualifier value)	5.0	1.4286	1.1682	0.0	0.8178	0.1168	0.2336	0.1168	T080
C0424228	Stillness	5.0	1.0	0.5841	0.0	0.5841	0.0	0.0	0.0	T033
C1325858	regulation of behaviour	5.0	0.625	0.5841	0.0	0.9346	0.0	0.0	0.0	T055
C3809496	Attention deficit (in some patients)	5.0	0.625	0.5841	0.0	0.9346	0.1168	0.0	0.0	T033
C0518609	consideration	5.0	0.7143	0.5841	0.0	0.8178	0.1168	0.1168	0.0	T033
C0517627	Infection status	5.0	0.8333	0.5841	0.0	0.7009	0.0	0.0	0.0	T033
C0018582	handwriting	5.0	1.0	1.1682	0.2336	1.1682	0.2336	0.0	0.0	T052
C1608399	Dark circles under eyes	5.0	5.0	0.5841	0.0	0.1168	0.1168	0.0	0.0	T184
C1846135	Autistic features	5.0	1.0	0.5841	0.0	0.5841	0.1168	0.1168	0.0	T033
C0011053	deafness	5.0	1.25	0.5841	0.0	0.4673	0.1168	0.0	0.0	T033
C4062239	Difficulty comprehending communication	5.0	0.8333	0.5841	0.0	0.7009	0.0	0.0	0.0	T033
C0029882	Otitis Media	5.0	2.3077	1.1682	0.0	1.5187	0.3505	0.2336	0.0	T047
C0240863	RAPID SPEECH	5.0	2.5	0.5841	0.0	0.2336	0.0	0.0	0.0	T033
C0237278	elevated pulse/respirations/blood pressure	5.0	0.8333	0.5841	0.0	0.7009	0.0	0.0	0.0	T033
C3840886	Too loud	5.0	1.0	0.5841	0.1168	0.5841	0.0	0.0	0.0	T033
C0562604	Spitting at other person	5.0	1.25	0.5841	0.0	0.4673	0.0	0.0	0.0	T033
C2034405	parental concerns child is hyperactive	5.0	1.25	0.5841	0.1168	0.4673	0.0	0.0	0.0	T184
C1955750	Speech and language developmental delay due to hearing loss	5.0	2.5	0.5841	0.0	0.2336	0.0	0.0	0.0	T048
C1821189	Develops an action plan	5.0	1.25	0.5841	0.1168	0.4673	0.0	0.0	0.0	T033
C0422090	Mob all med - fee paid	5.0	0.8333	0.5841	0.0	0.7009	0.1168	0.0	0.0	T033
C0443304	silent	5.0	0.9091	1.1682	0.1168	1.285	0.0	0.2336	0.0	T080
C4014246	Intellectual disability, moderate to severe	5.0	0.8333	0.5841	0.0	0.7009	0.0	0.0	0.0	T033
C4067983	Applied cognitive score	5.0	0.625	0.5841	0.0	0.9346	0.0	0.0	0.0	T033
C2921585	caregiver effectiveness limited by fatigue	5.0	1.25	0.5841	0.0	0.4673	0.1168	0.0	0.0	T033
C0814103	safe behavior	5.0	1.6667	0.5841	0.0	0.3505	0.0	0.0	0.0	T055
C2678184	Stereotypic hand movements	5.0	2.5	0.5841	0.0	0.2336	0.0	0.0	0.0	T033
C3836146	rnax contact financial counselor	5.0	5.0	0.5841	0.0	0.1168	0.0	0.0	0.0	T058
C0744569	HAND POSTURING	5.0	0.7143	0.5841	0.0	0.8178	0.0	0.0	0.0	T033
C0562122	does make a fist	5.0	1.6667	0.5841	0.0	0.3505	0.0	0.0	0.0	T033
C0598836	checkup examination	5.0	5.0	0.5841	0.0	0.0	0.0	0.0	0.0	T058
C0517262	Responds to tactile cues	5.0	0.5	0.5841	0.0	1.1682	0.1168	0.0	0.0	T033
C1443081	Decreased coordination	5.0	1.0	0.5841	0.0	0.5841	0.0	0.1168	0.0	T033
C0239953	high pitched bowel sounds	5.0	1.25	0.5841	0.1168	0.4673	0.0	0.0	0.0	T033
C0518179	Change in voice (finding)	5.0	0.8333	0.5841	0.1168	0.7009	0.1168	0.0	0.0	T184
C0013456	Earaches	5.0	1.4286	0.5841	0.1168	0.8178	0.2336	0.1168	0.0	T184
C0338980	Disorder of speech and language development	5.0	2.5	0.5841	0.0	0.2336	0.0	0.1168	0.0	T048
C0151766	Liver function tests abnormal (finding)	5.0	2.5	0.5841	0.0	0.2336	0.0	0.0	0.0	T033
C4020868	Elevated heart rate	5.0	0.8333	0.5841	0.0	0.7009	0.0	0.1168	0.0	T033
C4061972	Work difficulty	5.0	0.8333	0.5841	0.0	0.7009	0.0	0.0	0.0	T033
C1657763	Problem;plaster/cast	5.0	2.5	0.5841	0.1168	0.2336	0.0	0.1168	0.0	T033
C4229464	Slight build (patient A)	5.0	2.5	0.5841	0.1168	0.2336	0.0	0.1168	0.0	T033
C0455734	Comments on own thoughts	5.0	1.6667	0.5841	0.1168	0.3505	0.1168	0.0	0.0	T033
C0003615	Appendicitis NOS	5.0	1.0	0.5841	0.1168	0.5841	0.0	0.4673	0.4673	T047
C0849920	excessive weight (bmi>30)	5.0	0.7143	0.5841	0.0	0.8178	0.1168	0.0	0.0	T033
C2227902	American College of Physicians (ACP) staging of hypertension	5.0	1.25	0.5841	0.0	0.4673	0.0	0.0	0.0	T033
C0234856	Speaking (activity)	5.0	1.25	0.5841	0.1168	0.4673	0.0	0.1168	0.0	T056
C4060636	Environmental change	5.0	1.25	0.5841	0.1168	0.4673	0.1168	0.0	0.0	T033
C0039003	SWIMMING	5.0	2.5	0.5841	0.0	0.2336	0.0	0.0	0.0	T056
C0542514	sclera; blue	5.0	5.0	0.5841	0.0	0.0	0.1168	0.0	0.0	T033
C0814100	reward dependence behavior	5.0	1.6667	0.5841	0.0	0.3505	0.1168	0.0	0.0	T055
C0557376	Awareness of safety at work	5.0	0.3846	0.5841	0.1168	1.5187	0.0	0.0	0.0	T033
C4035642	Lack of progress	5.0	1.0	0.5841	0.0	0.5841	0.0	0.0	0.0	T033
C0871164	Prosocial Behavior	5.0	0.7143	0.5841	0.1168	0.8178	0.1168	0.0	0.0	T054
C4061755	Skill deficit about alternatives related to sexuality	5.0	1.6667	0.5841	0.0	0.3505	0.1168	0.0	0.0	T033
C0155336	Esotropia with accommodative compensation	5.0	1.0	0.5841	0.0	0.5841	0.0	0.0	0.0	T047
C4062278	Difficulty in use of facial expressions	5.0	5.0	0.5841	0.1168	0.1168	0.1168	0.0	0.0	T033
C0205544	cancelled action	5.0	1.6667	0.5841	0.1168	0.3505	0.0	0.0	0.0	T080
C0459920	Abstract thinking ability	5.0	0.8333	0.5841	0.0	0.7009	0.0	0.1168	0.0	T041
C0455769	Energy increased	5.0	1.6667	0.5841	0.0	0.3505	0.0	0.0	0.0	T033
C0231706	Circling gait	5.0	0.5556	0.5841	0.1168	1.0514	0.0	0.0	0.0	T184
C0420914	A/N - shared care	5.0	5.0	0.5841	0.0	0.1168	0.1168	0.0	0.0	T033
C1707352	Change in Emotional State	5.0	1.6667	0.5841	0.0	0.3505	0.1168	0.1168	0.0	T033
C0151691	Decreased HDL cholesterol concentration	5.0	1.25	0.5841	0.0	0.4673	0.0	0.1168	0.0	T033
C0425251	bed ridden	5.0	0.8333	0.5841	0.0	0.7009	0.0	0.0	0.0	T033
C0589570	Placement for residential accommodation	5.0	0.8333	0.5841	0.1168	0.7009	0.0	0.0	0.0	T058
C1830361	Changed medical regimen diagnoses	5.0	0.625	0.5841	0.0	0.9346	0.0	0.0	0.0	T033
C0557906	Becomes angry very easily	5.0	0.625	0.5841	0.0	0.9346	0.1168	0.0	0.0	T033
C0575090	Equilibration disorder	5.0	0.8333	0.5841	0.0	0.7009	0.1168	0.1168	0.0	T184
C2163354	abnormal diet	5.0	5.0	0.5841	0.0	0.1168	0.0	0.0	0.0	T033
C0870509	Escape (mental process)	5.0	1.6667	0.5841	0.0	0.3505	0.0	0.1168	0.0	T041
C0584954	Difficulty processing information	5.0	1.0	0.5841	0.1168	0.5841	0.0	0.0	0.0	T033
C0870409	Developmental Differences	5.0	0.8333	0.5841	0.1168	0.7009	0.1168	0.1168	0.0	T080
C0520939	Increased motivation	5.0	1.0	0.5841	0.0	0.5841	0.1168	0.0	0.0	T041
C0425422	Restricted diet	5.0	1.0	0.5841	0.0	1.1682	0.2336	0.0	0.1168	T033
C0034951	errors refractive	5.0	4.375	0.5841	0.1168	0.9346	0.8178	0.0	0.0	T047
C0418946	Parental support	5.0	1.25	0.5841	0.1168	0.4673	0.0	0.1168	0.0	T054
C0312418	Personality Sensitivity	5.0	1.0	0.5841	0.0	0.5841	0.0	0.0	0.0	T041
C0850674	eye twitching	5.0	1.0	0.5841	0.0	0.5841	0.0	0.0	0.0	T184
C0150499	Caring	5.0	0.625	0.5841	0.0	0.9346	0.0	0.1168	0.0	T055
C0541854	Daytime sleepiness	4.9697	1.4336	9.5794	3.8551	6.0748	3.5047	0.1168	0.2336	T033
C0240868	RECENT VIRAL ILLNESS	4.9091	1.4439	2.1028	1.285	1.986	1.7523	0.0	0.3505	T033
C0027424	Nasal congestion (finding)	4.8333	1.2083	3.3879	0.2336	4.2056	0.3505	0.3505	0.0	T184
C0235013	hypervigilance	4.8333	0.8056	3.3879	0.1168	4.2056	0.1168	0.7009	0.0	T048
C0233651	Perseveration	4.7778	0.5226	15.0701	3.1542	7.4766	0.8178	0.0	0.0	T048
C0007789	Cerebral palsy	4.75	0.3393	2.2196	0.4673	3.271	0.2336	0.0	0.0	T047
C0424166	Social Anxieties	4.7	2.2381	5.4907	0.2336	4.9065	0.4673	0.5841	0.1168	T048
C0338467	Facial tic disorder	4.6667	2.3333	1.6355	0.3505	1.6355	0.8178	0.0	0.0	T047
C3553665	Behavioral difficulties (in some patients)	4.6667	1.0769	1.6355	0.1168	1.5187	0.1168	0.3505	0.0	T033
C0154586	Specific academic &/or work inhibition	4.6667	0.359	1.6355	0.3505	1.5187	0.1168	0.0	0.0	T048
C0425945	prolonged menses	4.6667	0.6667	1.6355	0.3505	0.8178	0.1168	0.1168	0.0	T033
C0543488	Interest	4.6667	1.1667	1.6355	0.3505	1.4019	0.3505	0.0	0.0	T041
C1855886	Mental retardation, mild (in some)	4.6667	0.1609	1.6355	0.3505	3.3879	0.0	0.1168	0.0	T033
C0034107	pulse take	4.6667	2.4889	3.271	0.2336	5.257	0.9346	0.7009	0.2336	T058
C3842677	Very hard	4.6667	0.4667	1.6355	0.3505	1.1682	0.1168	0.1168	0.0	T033
C1864897	Cognitive delay	4.6667	0.9825	1.6355	0.3505	2.2196	0.4673	0.0	0.0	T033
C2370892	Cognitive Flexibility	4.6667	1.75	1.6355	0.0	0.9346	0.1168	0.3505	0.0	T041
C0815110	perfectionism	4.6667	1.1667	1.6355	0.0	1.4019	0.0	0.3505	0.1168	T033
C0233762	Auditory hallucinations	4.6667	3.5	0.8178	0.3505	0.4673	0.7009	0.0	0.2336	T184
C0014549	Tonic-clonic epilepsy	4.6667	2.8	0.8178	0.1168	0.5841	0.2336	0.3505	0.2336	T047
C0023186	Disorder;academic skills	4.6	0.7318	2.6869	0.5841	5.1402	0.8178	0.0	0.0	T048
C0332575	redness	4.5333	4.4108	7.9439	0.5841	4.3224	1.4019	0.3505	0.1168	T033
C0452138	Sensorineural hearing loss, bilateral	4.5	0.9	1.0514	0.0	1.1682	0.0	0.2336	0.1168	T047
C0349339	Other childhood emotional disorders	4.5	0.6429	1.0514	0.2336	0.8178	0.1168	0.0	0.1168	T048
C2748816	Some patients have additional neurologic involvement	4.5	9.0	1.0514	0.0	0.1168	0.0	0.2336	0.0	T033
C2219856	anxiety with difficulty breathing	4.5	1.2857	1.0514	0.0	0.8178	0.0	0.2336	0.0	T184
C0015934	Fetal growth retardation, NOS	4.5	0.45	1.0514	0.1168	2.3364	0.0	0.2336	0.0	T047
C1828392	Medication regimen behaviour finding	4.5	1.125	1.0514	0.2336	0.4673	0.0	0.0	0.0	T033
C1820701	Difficulty organizing tasks	4.5	1.6875	1.0514	0.2336	0.9346	0.3505	0.0	0.0	T033
C0018081	Gonorrhoea NOS	4.5	2.4375	3.1542	0.7009	2.8037	1.5187	0.1168	0.0	T047
C2034380	parental concerns: child has lost weight	4.5	2.25	1.0514	0.2336	0.4673	0.2336	0.0	0.0	T184
C0747979	increased prolactin levels	4.5	1.125	1.0514	0.2336	0.4673	0.1168	0.0	0.0	T033
C0677180	Assess the prescription	4.5	0.9	1.0514	0.2336	1.1682	0.2336	0.0	0.0	T058
C0443208	dull	4.5	4.5	1.0514	0.1168	0.2336	0.1168	0.2336	0.0	T080
C1883635	completed third grade	4.5	1.2857	1.0514	0.0	1.6355	0.2336	0.2336	0.0	T033
C2371406	Kicking	4.5	0.4091	1.0514	0.2336	1.285	0.0	0.0	0.0	T055
C0424092	Withdrawn	4.5	1.5	1.0514	0.0	0.7009	0.0	0.2336	0.0	T033
C0024117	Obstructive airways disease (chronic)	4.5	1.0	1.0514	0.1168	1.0514	0.1168	0.2336	0.0	T047
C0013473	EATING DISORDER	4.4444	3.6279	0.9346	0.2336	5.0234	4.5561	1.0514	1.1682	T048
C0393761	middle insomnia	4.4167	2.2553	6.1916	0.3505	5.4907	0.7009	0.4673	0.0	T048
C0028754	Obesities	4.4167	4.1222	6.1916	0.3505	3.5047	0.8178	0.4673	0.0	T047
C0424296	Social disinhibition	4.3636	0.7832	5.6075	1.285	4.5561	0.8178	0.1168	0.0	T048
C0018672	bang head	4.3333	1.3542	3.0374	0.7009	1.8692	0.5841	0.1168	0.0	T048
C0270549	anxiety disorder generalize	4.3333	0.2796	1.5187	0.3505	3.6215	0.2336	0.1168	0.0	T048
C0086597	mediating	4.3333	1.2381	1.5187	0.3505	1.6355	0.4673	0.0	0.0	T054
C0013404	Dyspnoea, NOS	4.2967	1.6322	45.6776	5.7243	41.1215	8.4112	1.5187	0.8178	T184
C0554985	Aggressive outburst	4.2857	0.6323	14.0187	3.271	7.1262	1.0514	0.0	0.0	T048
C0813142	Circadian Rhythm Disorder	4.2812	1.3431	16.0047	0.9346	11.9159	0.9346	0.4673	0.0	T047
C0586742	difficulties reading	4.25	0.2297	1.986	0.2336	4.3224	0.0	0.2336	0.0	T033
C0547040	MINIMAL	4.25	0.9444	1.986	0.2336	3.1542	0.3505	0.2336	0.0	T080
C2013199	oppositional behavior	4.25	2.04	5.9579	0.3505	8.7617	1.0514	0.4673	0.0	T184
C1854301	Motor delay	4.25	0.3148	1.986	0.4673	3.1542	0.2336	0.0	0.0	T033
C0233697	obsessions	4.2017	1.8382	11.6822	1.986	5.6075	1.7523	0.8178	0.5841	T048
C1319171	Medication response	4.1667	0.3906	2.9206	0.7009	3.7383	0.3505	0.0	0.0	T033
C0027338	biting nails	4.1429	0.3655	3.3879	0.8178	3.972	0.3505	0.0	0.0	T055
C0517259	Maintains focus	4.0	0.5714	0.4673	0.1168	0.8178	0.0	0.0	0.0	T033
C1696114	Stubbornness	4.0	2.2222	2.3364	0.1168	2.1028	0.2336	0.5841	0.0	T048
C0557213	Lives in supported home	4.0	1.0	0.4673	0.1168	0.4673	0.0	0.0	0.0	T033
C0700124	dilates	4.0	0.75	0.9346	0.2336	1.8692	0.3505	0.1168	0.0	T033
C3665347	Visual impairment	4.0	0.75	3.271	0.8178	5.6075	1.0514	0.8178	0.8178	T033
C0234507	anosognosias	4.0	1.3333	0.4673	0.0	0.3505	0.0	0.0	0.0	T047
C3842297	Indirect relationship (known via someone else)	4.0	1.0	0.4673	0.0	0.4673	0.0	0.0	0.0	T033
C0589120	Follow-up status	4.0	1.1429	1.4019	0.0	2.4533	0.2336	0.3505	0.0	T033
C1865888	Discrepancy between verbal and nonverbal abilities	4.0	0.4	0.4673	0.0	1.1682	0.0	0.0	0.0	T033
C1820672	Uses hearing aids correctly	4.0	2.0	0.4673	0.0	0.2336	0.1168	0.1168	0.0	T033
C0919568	impatience	4.0	0.2857	0.9346	0.2336	1.6355	0.1168	0.1168	0.0	T048
C2363771	Myopic astigmatism	4.0	2.0	0.4673	0.0	0.2336	0.0	0.0	0.0	T047
C2216181	electroencephalogram awake beta activities excessively fast	4.0	1.3333	0.4673	0.0	0.3505	0.0	0.0	0.0	T033
C0854145	Disorder, Feeding	4.0	4.0	0.4673	0.0	0.0	0.1168	0.0	0.0	T047
C2081312	the physician agrees with the exam	4.0	0.2286	3.7383	0.4673	4.0888	0.0	0.2336	0.0	T033
C2136125	wearing shoes without socks	4.0	0.8	0.4673	0.1168	0.5841	0.1168	0.0	0.0	T033
C2609239	Obsessive-compulsive disorders and symptoms	4.0	4.0	0.4673	0.0	0.1168	0.0	0.1168	0.0	T048
C1320380	Phototherapy: mood regulation	4.0	4.0	0.4673	0.0	0.1168	0.0	0.0	0.0	T058
C0562575	Verbally threatening behavior	4.0	2.0	0.4673	0.1168	0.2336	0.0	0.0	0.0	T033
C2198650	Education Risk Assessment: completes school work	4.0	1.3333	0.4673	0.1168	0.3505	0.0	0.0	0.0	T033
C0564588	Curious character	4.0	0.6667	0.4673	0.0	0.7009	0.0	0.0	0.0	T033
C0020913	Imagination	4.0	3.0	1.4019	0.0	1.4019	0.3505	0.3505	0.0	T041
C0271468	Eustachian tube disorder	4.0	0.5714	0.4673	0.0	0.8178	0.0	0.1168	0.0	T047
C3203523	Acute repetitive seizure	4.0	1.0	0.4673	0.0	0.4673	0.1168	0.0	0.0	T047
C0751495	SEIZURE FOCAL	4.0	1.7778	0.9346	0.1168	1.0514	0.2336	0.2336	0.0	T047
C0423895	General mental state	4.0	1.3333	0.4673	0.0	0.3505	0.0	0.0	0.0	T033
C2136127	biting or picking at toenails	4.0	1.3333	0.4673	0.0	0.3505	0.0	0.0	0.0	T033
C0814159	impaired balance and coordination	4.0	1.3333	0.4673	0.0	0.7009	0.2336	0.0	0.0	T184
C1845205	Mildly decreased serum creatinine	4.0	0.4444	0.4673	0.0	1.0514	0.0	0.0	0.0	T033
C2674835	Neuromuscular tone slightly decreased	4.0	0.4	0.4673	0.0	1.1682	0.0	0.1168	0.0	T033
C1969807	Dystonia, Focal, Task-Specific	4.0	0.6667	0.4673	0.0	0.7009	0.0	0.0	0.0	T047
C0517070	Grasps and mouths objects	4.0	2.0	0.4673	0.0	0.2336	0.0	0.0	0.0	T033
C0581389	Organic memory impairment	4.0	0.3636	0.4673	0.0	1.285	0.0	0.0	0.0	T048
C4061918	Hurt	4.0	2.0	0.4673	0.1168	1.4019	0.7009	0.1168	0.0	T033
C4062342	Impaired ability to self-feed in an acceptable manner	4.0	0.4444	0.4673	0.0	1.0514	0.0	0.0	0.0	T033
C3875066	At risk of elopement from healthcare setting	4.0	2.0	0.4673	0.0	0.2336	0.0	0.0	0.0	T033
C0162809	Kallmann syndrome	4.0	1.6	0.9346	0.1168	0.5841	0.1168	0.2336	0.0	T047
C0016488	Selection, Food	4.0	4.0	0.4673	0.0	0.1168	0.1168	0.0	0.0	T055
C2243038	picky eater	4.0	5.1429	1.4019	0.0	0.8178	0.3505	0.3505	0.0	T033
C0443131	Accurate (qualifier)	4.0	0.2222	0.4673	0.1168	2.1028	0.1168	0.0	0.0	T080
C0474405	Destructive behavior toward property	4.0	0.8	1.4019	0.3505	0.5841	0.1168	0.0	0.0	T033
C0421202	Increasing exercise wheeze	4.0	2.0	0.4673	0.1168	0.2336	0.0	0.0	0.0	T033
C3897172	Weight Gain Due to Fluid Retention	4.0	0.75	2.8037	0.7009	1.8692	0.3505	0.1168	0.1168	T033
C3843901	A regular daytime schedule	4.0	2.0	0.4673	0.0	0.2336	0.0	0.1168	0.0	T033
C4229418	Aggressiveness (family A)	4.0	2.0	0.4673	0.1168	0.2336	0.0	0.0	0.0	T033
C1455980	Encounter due to lack of adequate sleep	4.0	0.4444	1.4019	0.3505	1.0514	0.1168	0.1168	0.0	T033
C2825032	Withdrawal (dysfunction)	4.0	0.5714	2.3364	0.1168	4.0888	0.1168	0.5841	0.0	T048
C0151636	ventricular; premature contraction	4.0	4.8	0.4673	0.1168	0.5841	0.7009	0.1168	0.0	T047
C3665933	Medication too hard to chew	4.0	0.6154	2.3364	0.5841	1.5187	0.2336	0.1168	0.0	T033
C0028961	oliguria	4.0	0.6667	0.4673	0.0	0.7009	0.1168	0.1168	0.0	T047
C2136601	reported scratched by dog	4.0	4.0	0.4673	0.1168	0.0	0.0	0.0	0.0	T033
C3827992	Some of the time	4.0	1.0	0.4673	0.0	0.4673	0.0	0.0	0.0	T033
C0337192	Physical altercation, NOS	4.0	1.3333	0.9346	0.2336	0.7009	0.2336	0.1168	0.0	T054
C3163906	Medication dose too low	4.0	2.0	0.4673	0.0	0.2336	0.0	0.0	0.0	T033
C0795691	Problem;heart	4.0	3.3333	1.4019	0.3505	0.7009	0.5841	0.1168	0.0	T184
C3203743	Change in sleep pattern	4.0	0.7	1.4019	2.8037	1.1682	1.6355	0.1168	0.9346	T033
C1845863	Speech and language delay, severe	4.0	1.0	0.4673	0.0	0.4673	0.0	0.0	0.0	T033
C0476289	Abdominal wind pain	4.0	2.0	0.9346	0.0	0.4673	0.0	0.2336	0.1168	T184
C1837397	Severe global developmental delay	4.0	0.6667	0.4673	0.0	0.7009	0.1168	0.0	0.0	T033
C0687713	Gastrointestinal Pain	4.0	2.0	0.4673	0.1168	0.2336	0.0	0.0	0.0	T184
C0234976	Lowered convulsive threshold	4.0	1.6	0.4673	0.0	0.5841	0.2336	0.0	0.0	T033
C0276096	Mastitis-metritis-agalactia syndrome	4.0	0.8	0.4673	0.1168	0.5841	0.0	0.1168	0.0	T047
C0423901	Below average intellect	4.0	0.5714	0.4673	0.0	0.8178	0.0	0.0	0.0	T033
C2984924	Right Ventricular Conduction Delay by ECG Finding	4.0	2.0	0.4673	0.1168	0.2336	0.0	0.0	0.0	T033
C0036494	Seasickness	4.0	2.0	0.4673	0.1168	0.2336	0.1168	0.0	0.0	T047
C3166696	When frightened, my heart beats fast	4.0	1.6	0.4673	0.0	0.5841	0.2336	0.0	0.0	T033
C1820606	Supports one another	4.0	1.3333	0.4673	0.1168	0.3505	0.0	0.1168	0.0	T033
C0420260	Patient requests alternative treatment	4.0	1.0	0.9346	0.2336	0.4673	0.0	0.0	0.0	T033
C0421188	Cardiac drug side effects	4.0	4.0	0.4673	0.0	0.0	0.0	0.0	0.0	T033
C1536990	AIDS risk behavior	4.0	1.3333	0.4673	0.0	0.3505	0.1168	0.0	0.0	T055
C0234888	squealing	4.0	2.0	0.4673	0.0	0.2336	0.0	0.0	0.0	T055
C0344351	gluten free diet	4.0	0.8889	2.8037	0.3505	2.1028	0.2336	0.2336	0.0	T058
C0749769	UNDERLYING INFECTION	4.0	1.0909	0.9346	0.2336	1.285	0.3505	0.2336	0.2336	T047
C0004402	Autosomal deletion syndromes	4.0	0.5714	0.4673	0.0	0.8178	0.1168	0.0	0.0	T047
C0677607	Disease;Hashimotos	4.0	0.5	0.4673	0.0	0.9346	0.0	0.1168	0.0	T047
C0740838	AIDS NEW ONSET	4.0	1.0	0.9346	0.2336	0.4673	0.0	0.0	0.0	T033
C2367313	mid-parental height	4.0	4.0	0.4673	0.0	0.1168	0.0	0.0	0.0	T033
C2359489	Days received the following medication	4.0	2.0	0.4673	0.1168	0.2336	0.0	0.1168	0.0	T033
C2728313	difficulty expressing formulated concepts	4.0	0.3636	0.4673	0.0	1.285	0.0	0.1168	0.0	T048
C0150869	Visual Loss: Further Characterization	4.0	0.6667	0.4673	0.0	0.7009	0.0	0.0	0.0	T033
C0021099	IMPETIGO	4.0	4.0	0.4673	0.1168	0.1168	0.0	0.0	0.0	T047
C0231722	Ortolani test response	4.0	4.0	0.4673	0.0	0.0	0.0	0.0	0.0	T033
C0949139	Stress fracture of the metatarsals	4.0	2.0	0.9346	0.0	0.4673	0.1168	0.2336	0.0	T047
C0700132	academic achievement	4.0	0.8421	1.8692	0.4673	2.2196	0.4673	0.1168	0.1168	T080
C0005892	Languages, Body	4.0	2.0	0.4673	0.0	0.2336	0.0	0.0	0.0	T054
C4274564	Difficulty understanding more than three word instructions	4.0	1.3333	0.4673	0.0	0.3505	0.1168	0.0	0.0	T033
C2024896	cardiovascular surgery result: fatigue more pronounced	4.0	0.8	0.9346	0.2336	0.5841	0.1168	0.1168	0.0	T033
C0205369	Specific qualifier value	4.0	2.0	0.4673	0.1168	0.2336	0.1168	0.0	0.0	T080
C4237227	Obstructive sleep apnea hypopnea	4.0	4.0	0.4673	0.0	0.1168	0.1168	0.0	0.0	T047
C0565598	Maternal medical problem	4.0	4.0	0.4673	0.0	0.0	0.0	0.0	0.0	T033
C4067807	Pregnancy risk factors for prenatal genetic testing	4.0	4.0	0.4673	0.0	0.0	0.0	0.0	0.0	T033
C3275522	Premature ovarian failure in female carriers	4.0	4.0	0.4673	0.0	0.1168	0.0	0.1168	0.0	T033
C1838025	Limited verbal comprehension	4.0	4.0	0.4673	0.0	0.5841	0.5841	0.1168	0.0	T033
C0454649	Developmental syntactic impairment	4.0	4.0	0.4673	0.0	0.1168	0.0	0.0	0.0	T048
C2712409	Jumping rope (activity)	4.0	4.0	0.4673	0.0	0.1168	0.0	0.1168	0.0	T056
C0204695	feeding patients	4.0	1.5238	0.9346	0.1168	2.4533	0.4673	0.2336	0.0	T058
C1398153	supervision; parental, lack of	4.0	4.0	0.4673	0.0	0.1168	0.0	0.0	0.0	T033
C0037088	SIGNS SYMPTOMS	4.0	8.0	0.4673	0.0	0.1168	0.2336	0.0	0.0	T184
C0151679	FSH increased	4.0	2.0	0.4673	0.0	0.2336	0.0	0.0	0.0	T033
C0517417	weight percentile for height	4.0	0.8	0.4673	0.0	0.5841	0.1168	0.0	0.0	T033
C0474397	Inability to resist compulsive behaviours	4.0	1.0	0.4673	0.1168	0.4673	0.1168	0.0	0.0	T033
C0373358	Therapeutic radiology treatment planning; simple	4.0	2.0	0.4673	0.0	0.2336	0.0	0.0	0.0	T058
C0683525	options treatments	4.0	0.8571	1.4019	0.1168	1.6355	0.0	0.3505	0.0	T033
C2169557	recent exposure to cold environment	4.0	2.0	0.4673	0.0	0.2336	0.0	0.1168	0.0	T033
C3279609	Low 25-OH-vitamin D level	4.0	1.0	0.4673	0.0	0.4673	0.0	0.1168	0.0	T033
C0576473	Hand preference left	4.0	2.0	0.4673	0.0	0.2336	0.0	0.0	0.0	T033
C1963925	Tumour related swallowing difficulty	4.0	2.0	0.2336	0.0	0.1168	0.0	0.1168	0.2336	T047
C3842903	More easily distracted	4.0	0.7273	0.4673	0.1168	1.285	0.2336	0.0	0.0	T033
C0025362	mental retardations	4.0	2.8571	1.4019	0.3505	0.8178	0.5841	0.0	0.1168	T048
C2182617	milestone: neat pincer grasp	4.0	1.0	0.9346	0.2336	0.9346	0.2336	0.0	0.1168	T033
C0547106	Promoting Sleep	4.0	4.0	0.4673	0.0	0.0	0.0	0.0	0.0	T058
C0241240	Stature tall	4.0	0.8889	0.9346	0.2336	1.0514	0.2336	0.1168	0.0	T033
C0018520	Halitosis	4.0	1.0	0.4673	0.0	0.4673	0.0	0.1168	0.0	T184
C4012181	Weight above the 90th percentile	4.0	1.0	0.4673	0.0	0.4673	0.0	0.0	0.0	T033
C0023882	little's disease	4.0	0.2857	0.4673	0.0	1.6355	0.0	0.0	0.0	T047
C0857486	Felt like a zombie	4.0	1.0	0.4673	0.0	0.4673	0.1168	0.0	0.0	T033
C0860071	Crazy relative	4.0	0.8	0.4673	0.1168	0.5841	0.0	0.0	0.0	T101
C0024131	LUPUS VULGARIS	4.0	0.8	0.4673	0.1168	0.5841	0.0	0.1168	0.0	T047
